id,lat,lon,category,value_a,value_b
65898,32.87827,-86.57616,cat_04,399.8867,48.7952
65899,38.83216,-93.00035,cat_08,634.9481,46.5728
65900,28.09779,-116.16379,cat_11,940.0184,47.4795
65901,48.47348,-77.72676,cat_02,531.9604,41.342
65902,28.45224,-99.77714,cat_09,101.0536,35.7218
65903,44.89241,-91.92981,cat_09,413.4963,49.2058
65904,24.55248,-78.76014,cat_06,478.3773,12.5557
65905,40.47768,-112.83296,cat_00,71.3482,74.6596
65906,48.54374,-85.31544,cat_17,291.7062,86.4433
65907,35.75972,-80.3794,cat_00,443.7789,62.6089
65908,45.3547,-121.02728,cat_16,988.0244,53.1751
65909,31.09454,-115.80708,cat_01,779.3282,35.6829
65910,27.93828,-118.98055,cat_08,793.2206,50.3125
65911,31.27654,-85.88498,cat_15,380.7887,55.7065
65912,48.50399,-75.09635,cat_13,595.9021,56.9802
65913,42.18428,-114.71166,cat_18,697.3353,15.7217
65914,33.67296,-101.56676,cat_08,96.3599,59.9614
65915,47.27948,-104.69347,cat_19,19.1594,41.5499
65916,40.94111,-117.70437,cat_05,842.6666,60.1086
65917,33.63512,-78.7913,cat_12,835.7189,60.9384
65918,25.87617,-77.19471,cat_18,416.8912,71.7022
65919,30.98565,-79.19571,cat_05,220.6791,75.6036
65920,25.99089,-93.30766,cat_16,919.3297,80.3483
65921,35.14649,-83.37934,cat_09,148.2316,56.192
65922,28.90121,-78.24408,cat_12,613.4802,48.6729
65923,40.65402,-121.9268,cat_15,830.4469,38.7713
65924,36.98112,-73.45582,cat_14,305.2729,54.0037
65925,38.46611,-114.51256,cat_03,896.6519,52.1447
65926,45.36053,-77.74736,cat_05,583.5314,31.5211
65927,27.42196,-80.12868,cat_03,198.7706,54.7605
65928,31.43809,-124.58607,cat_14,832.7373,61.2341
65929,41.80602,-104.89686,cat_01,509.2143,55.7476
65930,27.28786,-99.65544,cat_10,837.6151,52.2983
65931,34.13765,-85.53412,cat_15,694.8519,65.7677
65932,38.78393,-117.18162,cat_18,199.9935,30.2918
65933,36.71735,-73.38161,cat_17,727.4218,27.8819
65934,42.24598,-89.76919,cat_05,198.2302,44.9154
65935,27.91709,-94.21794,cat_10,227.4268,57.2845
65936,35.73591,-105.53454,cat_09,621.3915,28.3716
65937,34.46106,-102.51113,cat_04,953.3181,76.631
65938,43.62,-120.29513,cat_00,19.5546,32.3205
65939,48.05094,-108.07772,cat_16,834.2143,45.0315
65940,44.19106,-83.48915,cat_09,141.7676,44.4859
65941,38.95228,-73.11506,cat_16,473.6737,44.9032
65942,25.5239,-115.46081,cat_06,355.5936,41.2269
65943,45.74068,-83.33577,cat_01,311.4179,44.7657
65944,28.72296,-111.88966,cat_09,354.7781,14.0588
65945,43.64664,-115.03546,cat_12,20.8056,65.1766
65946,34.92939,-69.93602,cat_19,701.7858,44.6582
65947,42.79409,-120.81026,cat_13,143.5028,71.8768
65948,48.05714,-81.46596,cat_09,620.2208,61.2806
65949,34.75213,-68.29812,cat_09,603.9505,44.0707
65950,39.99121,-109.9163,cat_12,403.2811,50.7437
65951,26.47067,-75.09449,cat_04,979.1544,64.1173
65952,35.00846,-107.02296,cat_04,703.2993,65.2508
65953,44.78465,-119.20354,cat_03,374.8119,69.3759
65954,31.33999,-109.69249,cat_00,138.1447,64.8512
65955,27.23379,-122.72073,cat_08,86.931,47.1817
65956,35.91234,-118.98458,cat_12,292.0032,68.7454
65957,31.53436,-110.49399,cat_19,697.4364,43.0023
65958,38.00774,-104.24386,cat_04,951.8498,70.5444
65959,33.60867,-84.68072,cat_06,346.3769,53.4565
65960,39.95388,-92.57135,cat_09,914.786,70.0688
65961,42.37783,-90.41301,cat_00,873.3009,58.5407
65962,25.95622,-106.60537,cat_14,873.7979,56.7174
65963,26.48492,-97.65351,cat_10,217.7,18.2046
65964,32.57726,-124.83056,cat_18,335.811,62.1029
65965,34.95442,-73.0227,cat_08,576.1701,45.3346
65966,45.36591,-91.79296,cat_06,190.7355,39.4622
65967,48.89652,-107.00223,cat_11,181.4179,81.3324
65968,42.79819,-85.10051,cat_08,156.1915,31.725
65969,31.47088,-103.3565,cat_03,871.6664,46.2064
65970,47.1481,-88.03949,cat_14,346.7492,42.7156
65971,30.01154,-111.68856,cat_04,607.7574,43.1208
65972,44.14915,-76.00144,cat_18,765.7561,64.2809
65973,24.97627,-111.16576,cat_00,604.1138,28.2917
65974,39.57529,-75.11148,cat_01,503.6664,48.8629
65975,37.44887,-79.69071,cat_05,522.2768,64.3419
65976,40.39174,-105.32465,cat_03,74.6228,25.9638
65977,39.89745,-106.30302,cat_07,879.3869,59.185
65978,28.34869,-118.24487,cat_11,740.2847,53.078
65979,33.86895,-94.57863,cat_05,667.8686,45.2026
65980,33.28963,-81.43533,cat_09,125.5288,40.019
65981,26.61341,-96.44012,cat_18,776.5752,36.0135
65982,39.30169,-113.65598,cat_17,120.8362,48.0256
65983,41.95256,-123.31849,cat_18,776.6048,27.4518
65984,36.74694,-124.23047,cat_19,619.0045,50.6916
65985,26.49668,-74.04479,cat_15,380.2832,53.1721
65986,29.00125,-118.33283,cat_03,582.5209,41.2075
65987,40.97718,-68.64977,cat_01,35.3846,50.4747
65988,25.17379,-124.99231,cat_04,755.0411,46.6165
65989,31.97612,-112.96653,cat_08,499.0184,40.0925
65990,45.28812,-67.15748,cat_10,806.4338,43.5936
65991,33.74282,-74.06646,cat_09,862.9035,45.7503
65992,42.42081,-93.32563,cat_07,713.9398,7.4937
65993,46.9121,-77.45929,cat_16,634.8012,62.1192
65994,37.3946,-96.33522,cat_09,922.3115,58.1038
65995,42.24276,-105.1248,cat_11,349.9199,39.8146
65996,42.12941,-74.00831,cat_02,704.7694,51.1596
65997,48.9568,-72.95915,cat_06,734.9707,73.4951
65998,26.24104,-117.17003,cat_14,175.7895,51.5849
65999,25.76652,-110.76072,cat_02,396.0281,39.2393
66000,45.50082,-67.0019,cat_17,915.6864,27.2775
66001,35.43289,-110.09997,cat_17,165.7016,36.9766
66002,42.81532,-118.98366,cat_08,837.8657,45.7392
66003,35.89622,-120.90684,cat_00,286.0436,47.3432
66004,40.75332,-102.8063,cat_01,291.1577,16.8834
66005,41.2596,-116.8912,cat_15,61.7393,58.8585
66006,34.83358,-118.32267,cat_17,326.0057,55.9839
66007,42.57855,-115.71982,cat_00,932.949,22.4205
66008,30.91425,-98.16862,cat_03,963.4145,28.5608
66009,46.9426,-76.79001,cat_15,27.7408,52.8406
66010,43.64279,-107.02631,cat_17,918.2199,61.1261
66011,24.71533,-98.99111,cat_11,221.2317,64.9176
66012,43.7591,-122.92529,cat_19,496.7826,51.4062
66013,45.85912,-83.89407,cat_05,182.7055,65.8755
66014,29.28089,-120.26222,cat_15,460.8699,49.182
66015,45.49007,-111.88957,cat_14,202.382,38.1171
66016,40.25294,-108.55836,cat_18,143.5643,50.8378
66017,37.37835,-85.81055,cat_16,768.0872,45.6838
66018,47.97598,-104.77112,cat_19,20.2376,28.4293
66019,48.10473,-121.84206,cat_04,673.1902,37.6562
66020,28.21536,-110.5885,cat_07,623.0282,63.2366
66021,47.80955,-97.80925,cat_03,343.0003,52.821
66022,48.95988,-109.03382,cat_02,66.5788,48.2234
66023,35.77545,-86.14564,cat_01,582.621,19.1602
66024,34.09138,-69.42373,cat_11,339.9051,34.1817
66025,43.72881,-84.67884,cat_07,707.5622,22.4547
66026,29.6867,-96.01345,cat_05,720.3947,31.5676
66027,24.78522,-103.17837,cat_08,787.064,51.0812
66028,27.82089,-110.49951,cat_18,979.1683,44.0501
66029,46.84465,-67.49346,cat_05,759.2848,54.7113
66030,28.49075,-116.09106,cat_10,163.2151,62.694
66031,36.33313,-121.80354,cat_13,229.0404,56.6228
66032,27.58001,-107.06196,cat_09,326.3137,49.8411
66033,27.89081,-75.84379,cat_05,879.3522,42.3479
66034,38.9746,-73.48717,cat_16,523.8022,96.2683
66035,39.14706,-119.32027,cat_08,869.5278,90.0416
66036,45.56018,-103.56601,cat_05,722.9425,53.5006
66037,38.23424,-120.40452,cat_13,585.517,55.5967
66038,31.74652,-108.7312,cat_07,706.1589,58.4152
66039,28.79051,-109.6497,cat_12,213.8927,51.4733
66040,36.99359,-72.07636,cat_03,775.5171,72.5581
66041,38.02242,-87.62412,cat_03,95.2636,53.3139
66042,34.36237,-108.16485,cat_03,977.7354,46.313
66043,42.34556,-117.75845,cat_01,110.9536,84.9084
66044,33.36286,-97.13715,cat_11,543.7101,46.3946
66045,29.11261,-91.71932,cat_09,324.4209,42.3365
66046,45.47981,-116.06182,cat_01,501.8287,45.4511
66047,47.26087,-112.8712,cat_16,555.8126,31.401
66048,36.94002,-85.86982,cat_17,340.7798,31.9974
66049,38.23103,-92.15767,cat_13,119.3715,26.4375
66050,48.62326,-89.86625,cat_15,991.5612,40.4863
66051,38.99295,-90.37535,cat_13,193.5362,57.3625
66052,24.97832,-71.63897,cat_10,517.9463,12.6256
66053,33.83932,-87.82407,cat_06,56.4875,33.0903
66054,41.76618,-98.72888,cat_15,791.7493,39.8224
66055,33.35311,-79.12243,cat_19,300.5726,23.8409
66056,31.60876,-82.44211,cat_10,704.7975,48.5067
66057,36.47663,-108.11964,cat_07,319.6663,30.3858
66058,31.53491,-120.17927,cat_10,238.3101,63.9259
66059,33.97986,-84.90711,cat_19,980.8353,50.3494
66060,43.82857,-104.26498,cat_12,128.5389,39.0447
66061,33.50188,-82.45157,cat_07,287.4906,17.9838
66062,38.04195,-91.37128,cat_12,183.0146,49.0199
66063,39.89316,-73.24468,cat_16,151.0704,55.2135
66064,28.41554,-87.08351,cat_07,263.5516,32.5516
66065,29.38418,-104.91275,cat_09,69.2299,62.4965
66066,46.52569,-77.52662,cat_04,535.7758,57.5071
66067,44.47172,-109.18213,cat_12,516.831,65.5587
66068,27.03932,-67.38971,cat_05,196.0739,26.0328
66069,24.70973,-80.77523,cat_02,959.8409,51.4863
66070,29.13006,-98.78713,cat_02,879.5595,72.7738
66071,46.64846,-75.51957,cat_07,783.6483,34.0228
66072,29.95227,-95.67822,cat_11,470.7376,47.153
66073,43.31149,-72.47805,cat_04,359.4007,43.3066
66074,31.77473,-68.00004,cat_19,14.406,51.7475
66075,48.496,-79.43346,cat_05,713.1522,51.0619
66076,48.50716,-111.32546,cat_03,726.132,47.7928
66077,26.76867,-77.88248,cat_01,767.0366,46.1433
66078,28.44822,-79.88555,cat_05,877.2354,40.017
66079,47.1138,-70.81301,cat_06,914.6307,57.2106
66080,30.82418,-116.6573,cat_06,843.7731,57.0144
66081,44.0158,-72.1165,cat_14,877.7587,37.6153
66082,46.58872,-80.96122,cat_08,552.672,41.2698
66083,29.37491,-86.6164,cat_14,268.613,15.1484
66084,42.98165,-84.33086,cat_04,516.1851,43.1252
66085,25.24124,-85.97996,cat_14,567.5572,69.2214
66086,34.3116,-114.12395,cat_08,122.7921,42.8812
66087,38.06281,-94.56024,cat_02,663.4336,40.2447
66088,31.92425,-80.6871,cat_16,804.276,53.0431
66089,28.81033,-98.52195,cat_18,303.8838,46.7971
66090,35.42409,-82.64883,cat_05,530.9756,58.8214
66091,41.57445,-121.4531,cat_10,475.0492,41.8647
66092,48.18679,-86.95363,cat_18,590.2751,60.7626
66093,40.13335,-84.22941,cat_07,250.8239,38.2717
66094,31.13396,-117.90417,cat_04,375.9369,19.4952
66095,44.33933,-67.15059,cat_01,168.0718,63.8822
66096,38.91223,-72.61624,cat_09,493.6247,51.3571
66097,29.02296,-116.43303,cat_19,983.74,77.4227
66098,24.38287,-123.49844,cat_02,495.3514,55.3552
66099,37.18683,-94.68852,cat_16,578.7495,31.6988
66100,41.07972,-101.82026,cat_18,707.0982,77.7612
66101,34.58148,-84.13505,cat_09,386.17,38.0571
66102,41.97818,-115.47528,cat_14,724.7495,59.3052
66103,45.35152,-78.30228,cat_17,867.633,31.4784
66104,39.02755,-91.57928,cat_19,986.5074,55.4175
66105,43.35124,-119.18409,cat_00,82.166,38.9372
66106,26.16068,-104.80345,cat_04,950.2347,39.4391
66107,30.59983,-109.55531,cat_05,251.0926,39.6685
66108,27.01344,-81.91927,cat_04,156.6549,45.5195
66109,33.02205,-122.6576,cat_00,478.9558,44.8422
66110,29.97266,-124.47875,cat_07,522.8119,81.9158
66111,43.02169,-119.5204,cat_16,972.1965,65.3775
66112,27.74433,-104.89436,cat_13,406.9123,50.3451
66113,30.26948,-103.8419,cat_00,397.204,65.5561
66114,34.44904,-98.86251,cat_06,243.1499,42.3589
66115,36.27903,-82.68894,cat_18,634.8992,32.5074
66116,42.25711,-113.8473,cat_10,499.8155,26.0484
66117,41.73386,-75.17628,cat_04,613.7306,71.8119
66118,32.14528,-81.70636,cat_19,388.1378,25.2944
66119,45.7974,-105.81782,cat_17,257.3688,29.5869
66120,46.0019,-79.71545,cat_19,729.3575,48.1271
66121,48.15287,-87.79346,cat_11,518.1047,42.344
66122,32.88804,-105.39398,cat_11,675.9855,59.9551
66123,28.84464,-101.08598,cat_12,958.5811,37.5704
66124,25.81083,-77.59337,cat_09,66.8794,46.1412
66125,35.56205,-108.75956,cat_17,369.4916,45.3084
66126,34.3013,-86.38353,cat_06,192.5312,23.0478
66127,28.98767,-112.7746,cat_14,113.1995,30.0708
66128,44.03645,-83.78388,cat_13,502.2202,52.3859
66129,25.70737,-117.34741,cat_12,364.5853,35.7321
66130,42.04826,-80.53926,cat_10,370.3247,34.9562
66131,44.07491,-82.27848,cat_15,558.613,64.2695
66132,44.9582,-100.84654,cat_00,573.758,27.0407
66133,27.76884,-80.2563,cat_15,963.1678,50.4544
66134,48.054,-81.20684,cat_00,936.5202,59.1736
66135,35.55299,-109.43549,cat_10,920.3023,39.7191
66136,32.18643,-72.89711,cat_03,160.2577,82.7893
66137,39.43689,-92.85351,cat_04,551.5217,55.0828
66138,24.78849,-107.14284,cat_16,275.9068,48.7311
66139,39.22429,-91.58084,cat_19,968.144,66.155
66140,42.74241,-99.22985,cat_07,717.5512,78.1104
66141,37.17643,-121.05156,cat_17,372.3689,47.3615
66142,36.80656,-111.19568,cat_10,252.8214,40.6244
66143,33.59902,-74.09988,cat_18,674.142,47.2683
66144,31.78321,-108.47377,cat_16,34.1682,51.5763
66145,37.90733,-93.29949,cat_12,640.8663,91.1626
66146,30.62527,-106.72927,cat_07,359.1926,55.3031
66147,28.23339,-68.8973,cat_00,591.8591,43.2042
66148,38.71327,-77.92635,cat_04,772.5168,58.6792
66149,43.78676,-78.81279,cat_19,215.9645,59.4117
66150,25.76595,-122.30045,cat_19,522.2386,33.6599
66151,40.5324,-73.82047,cat_16,367.979,49.3377
66152,45.9717,-110.10558,cat_07,497.1636,57.6276
66153,27.04452,-82.60058,cat_18,651.2527,47.1673
66154,48.9743,-91.83478,cat_10,941.2281,51.8116
66155,26.62964,-76.8656,cat_11,375.5224,43.4441
66156,43.32608,-121.76606,cat_10,690.6534,50.2578
66157,46.56633,-109.97126,cat_19,963.2861,36.3589
66158,24.74096,-97.64514,cat_01,625.7422,53.9022
66159,39.88428,-70.29558,cat_17,716.6349,38.5868
66160,40.86896,-111.25004,cat_16,958.2625,65.5846
66161,37.42865,-112.9894,cat_10,135.7837,35.5297
66162,43.62981,-120.06641,cat_11,852.8821,29.1385
66163,42.17864,-117.3005,cat_00,690.8216,49.9488
66164,28.3378,-84.68554,cat_18,427.7773,52.9573
66165,38.845,-79.51038,cat_02,855.946,35.3582
66166,28.70641,-67.49913,cat_03,408.0763,39.2854
66167,36.99012,-89.10249,cat_06,867.9441,56.269
66168,24.78386,-100.74686,cat_08,253.2531,45.2912
66169,26.6926,-70.12343,cat_09,187.8161,59.4797
66170,36.47835,-121.8697,cat_09,139.5162,50.853
66171,41.28848,-95.41462,cat_01,416.1785,50.9616
66172,37.332,-117.19069,cat_01,803.7461,31.0059
66173,32.62806,-110.67917,cat_11,213.6556,41.773
66174,35.26768,-119.06533,cat_12,437.411,17.538
66175,36.96112,-104.44182,cat_15,54.9054,46.0501
66176,47.36448,-80.09895,cat_05,896.6517,10.7169
66177,31.81771,-69.33354,cat_02,951.4727,43.8143
66178,41.25937,-89.3292,cat_10,81.5367,58.8609
66179,30.27801,-110.94367,cat_16,348.49,69.9867
66180,46.93629,-106.45263,cat_13,166.0637,73.8078
66181,40.71053,-94.89643,cat_00,300.042,17.9288
66182,36.96973,-81.64687,cat_06,847.4785,36.3083
66183,36.60313,-99.60484,cat_03,344.7917,52.527
66184,34.35195,-80.69135,cat_14,305.4331,53.0412
66185,38.08398,-108.51396,cat_10,490.5735,33.0314
66186,37.08164,-117.56667,cat_06,644.6354,45.4529
66187,27.94563,-120.89014,cat_18,526.7915,22.235
66188,31.13751,-96.64861,cat_05,972.6639,34.0557
66189,32.41999,-82.49289,cat_00,402.4367,51.7029
66190,42.19999,-79.95018,cat_12,690.4116,90.0862
66191,47.54019,-85.31529,cat_12,537.7259,59.1998
66192,33.585,-122.554,cat_11,3.0918,52.8272
66193,28.52881,-94.85819,cat_02,786.49,61.9691
66194,34.63206,-82.05524,cat_05,668.155,57.6729
66195,40.79178,-73.37586,cat_08,556.1888,43.8399
66196,31.25515,-116.45358,cat_10,39.0234,67.4522
66197,31.86881,-90.88636,cat_05,401.4049,42.2718
66198,37.78447,-107.72979,cat_03,84.7093,62.1093
66199,39.16927,-77.82604,cat_12,777.2764,44.863
66200,33.14892,-102.22545,cat_09,217.8026,30.2185
66201,27.20557,-97.52317,cat_11,683.5801,54.863
66202,48.08498,-115.26008,cat_17,650.3283,64.139
66203,48.84403,-72.65327,cat_10,527.6027,58.9192
66204,38.04507,-119.82058,cat_07,161.1932,46.7022
66205,45.84028,-124.79268,cat_02,88.6383,43.9318
66206,29.15581,-109.29656,cat_09,115.2948,57.5676
66207,24.21992,-110.05297,cat_01,875.1514,46.7741
66208,43.60549,-123.17484,cat_04,869.8166,47.049
66209,48.7444,-117.60187,cat_08,517.1972,69.5431
66210,29.04741,-110.45352,cat_02,912.7391,41.5663
66211,25.47417,-106.73997,cat_13,491.0106,50.293
66212,43.57502,-94.05093,cat_07,898.6648,60.3322
66213,47.76121,-73.68609,cat_08,276.1784,59.9812
66214,40.62339,-108.79767,cat_05,839.9151,50.1731
66215,48.09562,-119.9501,cat_06,802.1132,57.064
66216,30.72411,-80.74495,cat_06,524.9507,56.0196
66217,30.69575,-112.85293,cat_19,587.3741,38.6843
66218,25.44101,-109.59528,cat_06,673.532,30.7299
66219,45.0013,-86.40185,cat_00,510.7724,53.7329
66220,29.91145,-86.15239,cat_10,677.9873,53.4359
66221,47.44951,-87.1543,cat_16,822.5559,82.8695
66222,44.45206,-86.03457,cat_05,706.1617,60.0608
66223,43.09757,-75.46028,cat_13,227.2213,70.9737
66224,38.57802,-95.14594,cat_17,696.6165,47.6948
66225,42.60674,-83.69787,cat_14,809.9834,34.0068
66226,32.58518,-73.42054,cat_04,177.8869,65.1275
66227,28.92108,-109.60826,cat_04,291.1819,47.1995
66228,46.15576,-79.38502,cat_16,260.1946,43.6465
66229,27.50657,-88.89885,cat_19,429.9143,72.9168
66230,35.47047,-79.8416,cat_11,586.5294,36.8359
66231,25.89042,-102.84316,cat_05,713.5804,31.661
66232,45.07063,-103.43496,cat_02,687.4124,39.4678
66233,39.05507,-67.83929,cat_14,280.8771,35.0017
66234,43.34749,-105.5596,cat_04,328.9716,44.8172
66235,27.3608,-103.18745,cat_19,643.4914,34.6671
66236,29.87512,-104.62315,cat_08,656.7191,50.7488
66237,38.86586,-71.74038,cat_06,598.9221,33.4692
66238,38.52011,-78.07368,cat_17,252.4733,73.4908
66239,44.25668,-83.31599,cat_14,926.8201,60.2785
66240,31.4659,-110.61077,cat_05,596.7617,51.5759
66241,38.51502,-80.22992,cat_05,513.2875,47.6023
66242,26.70184,-87.89769,cat_03,243.3199,61.3204
66243,24.25302,-76.28666,cat_02,152.5018,96.578
66244,33.06871,-97.04311,cat_06,161.4144,53.0739
66245,32.49601,-76.11683,cat_06,549.225,54.9057
66246,39.26057,-101.20096,cat_08,874.331,50.4419
66247,28.00178,-103.18245,cat_08,83.6846,54.8836
66248,43.79042,-74.25633,cat_18,811.4207,46.5877
66249,38.6304,-118.83754,cat_11,163.7618,43.6287
66250,28.77291,-101.82092,cat_01,442.4286,48.2869
66251,33.41833,-81.64407,cat_08,452.8865,31.3806
66252,36.01164,-106.98631,cat_04,966.0302,66.3921
66253,42.64338,-109.66083,cat_03,778.1036,54.013
66254,28.48662,-122.31735,cat_00,10.5469,40.0204
66255,46.98594,-76.91585,cat_10,205.1635,51.0196
66256,43.12824,-81.41333,cat_13,27.9442,30.7207
66257,28.69602,-119.49229,cat_17,955.7837,36.0285
66258,30.8768,-118.45747,cat_07,525.4684,53.0431
66259,46.53868,-122.17037,cat_15,967.2416,59.2011
66260,38.99408,-67.6677,cat_18,445.7154,38.4468
66261,44.01216,-109.22935,cat_05,167.3929,82.1948
66262,39.64327,-92.11935,cat_05,622.123,53.7566
66263,28.99203,-112.59342,cat_11,986.6895,71.1035
66264,33.90798,-76.63216,cat_11,694.3647,46.7347
66265,36.19945,-92.83474,cat_13,685.9622,28.7203
66266,48.25809,-106.02405,cat_12,230.2128,85.9122
66267,47.29831,-121.74122,cat_12,198.2785,71.9377
66268,45.88879,-81.41705,cat_02,376.232,60.0018
66269,44.8921,-69.77808,cat_19,843.6906,56.1055
66270,33.05087,-83.21503,cat_09,873.428,62.3569
66271,48.00607,-85.63926,cat_15,433.9846,45.3214
66272,38.58085,-108.56787,cat_10,621.5323,55.0772
66273,41.23679,-81.15598,cat_16,595.7296,54.3761
66274,34.64188,-71.63528,cat_05,718.8041,66.7226
66275,44.74374,-119.56165,cat_19,369.538,33.1352
66276,41.33057,-77.7232,cat_04,518.8575,42.4716
66277,46.88485,-121.76529,cat_05,109.7488,49.0037
66278,38.55062,-85.28046,cat_17,160.2986,35.5021
66279,40.3937,-80.61124,cat_09,775.5406,40.7963
66280,46.3575,-96.39299,cat_05,95.6334,21.5669
66281,36.4274,-98.54301,cat_08,212.3665,51.0272
66282,36.88837,-77.53621,cat_15,385.4087,40.3342
66283,41.05782,-112.49145,cat_15,908.6349,61.9133
66284,40.32454,-95.27551,cat_04,487.0623,48.9908
66285,37.89693,-81.55776,cat_18,441.6855,52.769
66286,24.21789,-104.53934,cat_08,816.6749,46.0875
66287,48.9,-94.21146,cat_10,968.2168,60.9344
66288,36.9738,-98.53331,cat_12,344.8862,63.573
66289,24.32893,-118.42243,cat_02,736.5618,43.7058
66290,38.1351,-76.55083,cat_15,748.6218,49.2759
66291,35.94776,-121.94612,cat_13,570.4225,60.9792
66292,36.98496,-71.82817,cat_15,704.8691,41.5668
66293,39.41664,-92.69985,cat_05,832.6353,57.167
66294,29.96433,-75.57125,cat_00,658.762,45.7356
66295,45.61218,-94.82692,cat_00,595.0377,53.142
66296,36.20636,-69.17872,cat_01,437.05,61.4584
66297,41.85923,-73.3226,cat_05,489.0382,48.5418
66298,27.05836,-87.89209,cat_10,751.6143,32.9813
66299,32.44645,-82.33962,cat_08,131.5573,56.1653
66300,41.21741,-93.09477,cat_08,109.8133,56.6822
66301,27.35641,-108.81109,cat_05,482.5053,27.5565
66302,42.4559,-79.29301,cat_00,616.1461,47.1232
66303,34.12364,-87.05762,cat_03,627.8869,71.6473
66304,36.39892,-71.96602,cat_18,449.0957,29.4977
66305,32.80134,-89.35958,cat_17,742.828,58.3639
66306,32.79686,-82.52847,cat_05,664.8993,62.23
66307,24.23099,-70.79198,cat_07,905.0881,56.1189
66308,24.1928,-99.04084,cat_13,184.8068,58.1512
66309,38.66032,-74.30085,cat_14,592.1566,73.7085
66310,39.74442,-91.36614,cat_03,233.4192,71.8581
66311,42.26213,-95.13636,cat_03,756.366,49.5748
66312,34.56865,-68.0291,cat_07,856.1457,50.7189
66313,30.67918,-106.98168,cat_18,528.8516,62.0195
66314,33.72317,-98.23642,cat_17,907.0977,50.8603
66315,35.13212,-67.26023,cat_12,643.587,51.5518
66316,42.47537,-89.82398,cat_15,571.1519,52.2454
66317,29.23433,-95.7523,cat_00,805.0524,49.3173
66318,40.2978,-109.74019,cat_18,805.7171,66.7884
66319,27.61056,-120.70587,cat_12,134.9526,73.7308
66320,34.68287,-93.44159,cat_03,164.318,54.0298
66321,35.23691,-108.15806,cat_15,298.2051,62.109
66322,43.12732,-114.03592,cat_16,324.7103,30.3017
66323,48.03907,-115.09272,cat_13,132.2198,59.0886
66324,39.58281,-88.67482,cat_13,189.3057,24.3719
66325,48.33463,-90.89179,cat_02,903.1117,21.16
66326,41.71241,-123.54392,cat_11,226.8651,46.0468
66327,26.9376,-77.94572,cat_18,408.3538,44.5439
66328,26.79431,-117.27518,cat_03,146.9876,54.1736
66329,37.87001,-124.47289,cat_11,516.6284,30.0846
66330,47.97853,-122.72301,cat_05,98.9519,26.7726
66331,38.04028,-103.78757,cat_04,739.306,62.4687
66332,43.95311,-100.49624,cat_17,237.3581,43.19
66333,34.42198,-94.58917,cat_13,764.3792,39.8949
66334,40.82362,-120.43321,cat_04,735.7587,35.575
66335,25.10727,-111.00308,cat_00,545.397,31.9063
66336,32.02218,-116.50815,cat_17,500.3699,29.5741
66337,43.06777,-84.66021,cat_13,749.187,58.355
66338,40.5658,-91.53508,cat_03,319.623,38.7716
66339,32.47491,-72.32243,cat_11,900.6522,52.3159
66340,45.23407,-78.82391,cat_19,683.1485,53.8585
66341,34.87297,-116.25122,cat_18,689.83,63.5881
66342,32.35213,-109.2811,cat_08,987.4981,64.6763
66343,41.04471,-73.50878,cat_10,8.6207,25.5717
66344,33.82934,-118.62021,cat_00,302.1874,62.3769
66345,25.71569,-72.39716,cat_05,109.7957,63.766
66346,47.23834,-85.52947,cat_04,338.4265,58.7949
66347,42.44253,-80.80171,cat_15,696.0232,29.1639
66348,48.75579,-77.40949,cat_00,995.9953,57.509
66349,33.33869,-124.57452,cat_06,657.7954,36.9877
66350,46.62902,-102.37439,cat_12,138.0614,28.839
66351,36.594,-92.35229,cat_14,967.4635,41.8444
66352,25.72758,-106.88723,cat_16,205.7648,58.0865
66353,31.84629,-109.02561,cat_02,150.0596,29.1623
66354,26.25192,-85.07007,cat_15,405.5306,71.4218
66355,24.52568,-112.26105,cat_03,781.6771,56.7154
66356,41.92,-91.40221,cat_11,580.5937,63.4396
66357,44.45419,-94.24658,cat_07,450.7158,41.6732
66358,24.82455,-84.19915,cat_14,492.2813,24.8118
66359,27.15133,-77.49655,cat_09,167.4398,26.6917
66360,47.88351,-88.61284,cat_11,472.563,35.6159
66361,30.00091,-106.48783,cat_01,439.0204,72.5568
66362,37.63469,-77.93836,cat_02,853.8846,54.4098
66363,43.12749,-115.5064,cat_01,98.1246,54.6791
66364,26.56305,-109.08761,cat_06,498.2874,52.8522
66365,28.38561,-98.71755,cat_19,653.925,67.84
66366,48.52595,-124.31442,cat_05,457.3358,39.9178
66367,45.18004,-78.57022,cat_12,593.4004,67.0591
66368,39.37163,-114.90759,cat_05,169.0676,65.7786
66369,32.72389,-95.94047,cat_11,608.2739,66.5969
66370,25.40084,-90.20992,cat_01,626.5288,52.141
66371,39.72287,-108.54173,cat_03,440.4437,42.7011
66372,35.51393,-71.96488,cat_00,300.0843,52.0133
66373,30.14237,-81.21915,cat_03,386.1592,59.3088
66374,31.41936,-123.44743,cat_04,560.9974,45.2019
66375,38.66129,-95.19718,cat_14,617.2565,58.1846
66376,46.19499,-83.97203,cat_03,699.7728,55.9581
66377,33.54074,-122.07479,cat_13,695.6325,65.3992
66378,44.90532,-90.87953,cat_16,86.585,70.6787
66379,37.57791,-104.9806,cat_04,512.232,55.072
66380,38.34788,-76.45716,cat_00,172.7324,60.6996
66381,45.7085,-110.2202,cat_16,146.1278,35.8989
66382,39.43223,-102.51082,cat_08,402.0391,43.1219
